Semana,Hora Rutura,Hora da rutura,Seção,Tipo de requisição,OT,REQ,Tipo Produto,Nº Produto,Descrição,Qtd. Req.,Qtd. Env.,Qtd. Falta,Un. Med,Data, Stock CT, Stock FF,Em trânsito da FF,Tipologia Rutura,
abr.,Rutura 14h,Rutura 14h-Sem Stock Físico e BC,COZINHA QUENTE,NORMAL,OT25018966,463342,Refrigerados,BQVA0032,Qjo vaca mimolete,5.34,0.00,5.34,KG,2025-04-01,0.00,0.00,0.00,Sem Stock Físico e BC,
abr.,Rutura 14h,Rutura 14h-Sem Stock Físico e BC,COZINHA QUENTE,NORMAL,OT25018967,463343,Secos,EUSA0002,Saco de vacuo para forno,8.00,0.00,8.00,UN,2025-04-01,0.00,0.00,0.00,Sem Stock Físico e BC,
abr.,Rutura 14h,Rutura 14h-Sem Stock Físico e BC,COZINHA QUENTE,NORMAL,OT25018950,463328,Refrigerados,BQVA0042,Qjo parmesao,3.24,0.00,3.24,KG,2025-04-01,0.00,0.00,0.00,Sem Stock Físico e BC,
abr.,Rutura 14h,Rutura 14h-A pedir à FF,COZINHA QUENTE,NORMAL,OT25018940,463318,Congelados,CVBR0001,Brocolos congelados,16.29,0.00,16.29,KG,2025-04-01,0.00,350.00,0.00,A pedir à FF,
abr.,Rutura 14h,Rutura 14h-Sem Stock Físico e BC,COZINHA QUENTE - EK,NORMAL,OT25018884,463279,Secos,CSPI0003,Pistachio miolo,0.02,0.00,0.02,KG,2025-04-01,0.00,0.00,0.00,Sem Stock Físico e BC,
abr.,Rutura 14h,Rutura 14h-Sem Stock Físico e BC,COZINHA QUENTE - EK,NORMAL,OT25018886,463281,Secos,CSPI0003,Pistachio miolo,0.10,0.00,0.10,KG,2025-04-01,0.00,0.00,0.00,Sem Stock Físico e BC,
abr.,Rutura 14h,Rutura 14h-Sem Stock Físico e BC,COZINHA QUENTE - EK,NORMAL,OT25018906,463278,Secos,CSPI0003,Pistachio miolo,0.04,0.00,0.04,KG,2025-04-01,0.00,0.00,0.00,Sem Stock Físico e BC,
abr.,Rutura 14h,Rutura 14h-A pedir à FF,REF. COZINHA QUENTE,NORMAL,OT25018940,463318,Congelados,CVBR0001,Brocolos congelados,19.70,0.00,19.70,KG,2025-04-01,0.00,350.00,0.00,A pedir à FF,
abr.,Rutura 14h,Rutura 14h-A pedir à FF,TSU.,NORMAL,OT25018984,463356,Congelados,PCBO0068,BOLO DE CENOURA “AVÓ FILÓ” 30GR,200.00,77.00,123.00,N/D,2025-04-01,0.00,3.024.00,0.00,A pedir à FF,
abr.,Rutura 14h,Rutura 14h-A pedir à FF,TSU.,NORMAL,OT25018993,463365,Congelados,PMPE0008,PESCADA COZIDA C/BATATA COZ. E FEIJÃO VERDE RC022006 LSML,24.00,0.00,24.00,UN,2025-04-01,0.00,1.140.00,0.00,A pedir à FF,
abr.,Rutura 14h,Rutura 14h-Sem Stock Físico e BC,TSU.,NORMAL,OT25018984,463356,Secos,PMPA0016,PASTA POT BACON e CEBOLA KNORR 51GR,11.00,0.00,11.00,N/D,2025-04-01,0.00,0.00,0.00,Sem Stock Físico e BC,
abr.,Rutura 14h,Rutura 14h-Sem Stock Físico e BC,TSU.,NORMAL,OT25018984,463356,Secos,CFMA0030,STICKS MAÇÃ LIMÃO,73.00,0.00,73.00,N/D,2025-04-01,0.00,0.00,0.00,Sem Stock Físico e BC,
abr.,Rutura 14h,Rutura 14h-A pedir à FF,TSU.,NORMAL,OT25018984,463356,Congelados,PCBO0068,BOLO DE CENOURA “AVÓ FILÓ” 30GR,200.00,77.00,123.00,N/D,2025-04-01,0.00,3.024.00,0.00,A pedir à FF,
abr.,Rutura 14h,Rutura 14h-Sem Stock Físico e BC,TSU.,NORMAL,OT25018986,463358,Secos,ACGE0002,Geleia morango p.v.30gr,193.00,0.00,193.00,UN,2025-04-01,0.00,0.00,0.00,Sem Stock Físico e BC,
abr.,Rutura 14h,Rutura 14h-Sem Stock Físico e BC,TSU.,NORMAL,OT25018993,463365,Congelados,PMOM0013,OMELETE LEGUMES ESTUFADOS,320.00,0.00,320.00,N/D,2025-04-01,0.00,0.00,0.00,Sem Stock Físico e BC,
abr.,Rutura 14h,Rutura 14h-A pedir à FF,TSU.,NORMAL,OT25018993,463365,Congelados,PMPE0008,PESCADA COZIDA C/BATATA COZ. E FEIJÃO VERDE RC022006 LSML,24.00,0.00,24.00,UN,2025-04-01,0.00,1.140.00,0.00,A pedir à FF,
abr.,Rutura 14h,Rutura 14h-Sem Stock Físico e BC,TSU - EK,NORMAL - 8H,OT25018605,463078,Congelados,PIOR0009,ORANGE e CREAM DELICE 1006037,15.00,0.00,15.00,UN,2025-04-01,0.00,0.00,0.00,Sem Stock Físico e BC,
abr.,Rutura 14h,Rutura 14h-Sem Stock Físico e BC,TSU - EK,NORMAL - 8H,OT25018604,463077,Secos,ACGE0002,Geleia morango p.v.30gr,28.00,28.00,0.00,UN,2025-04-01,0.00,0.00,0.00,Sem Stock Físico e BC,
abr.,Rutura 14h,Rutura 14h-Sem Stock Físico e BC,TSU.,NORMAL,OT25018906,463278,Refrigerados,BQVA0100,QUEIJO AZUL HALAL,0.07,0.00,0.07,KG,2025-04-01,0.00,0.00,0.00,Sem Stock Físico e BC,
abr.,Rutura 14h,Rutura 14h-A pedir à FF,TSU - EK,NORMAL,OT25018905,463304,Secos,NGBA0017,BARRA FIT. CR. CARAMELO,18.00,4.00,14.00,UN,2025-04-01,0.00,864.00,0.00,A pedir à FF,
abr.,Rutura 14h,Rutura 14h-Acerto de Inventário,TSU - EK,NORMAL,OT25018905,463304,Congelados,PICA0050,CARROT KHEER 1006041,5.00,1.00,4.00,UN,2025-04-01,3.00,0.00,0.00,Acerto de Inventário,
abr.,Rutura 14h,Rutura 14h-Sem Stock Físico e BC,TSU - AC,NORMAL,OT25018894,463289,Congelados,PITO0029,TOMATO e CHEDD. CHEE.FRITTATA159100860,2.00,0.00,2.00,UN,2025-04-01,0.00,0.00,0.00,Sem Stock Físico e BC,
abr.,Rutura 14h,Rutura 14h-Sem Stock Físico e BC,PASTELARIA,NORMAL,OT25019017,463381,Secos,ADPR0007,PREP GELATINA PÊSSEGO LIGHT 229012,0.20,0.00,0.20,KG,2025-04-01,0.00,0.00,0.00,Sem Stock Físico e BC,
abr.,Rutura 14h,Rutura 14h-Sem Stock Físico e BC,PASTELARIA,NORMAL,OT25019017,463381,Secos,ADPR0009,PREP PARA PUDIM ZERO MIRTILO 447027,0.70,0.00,0.70,KG,2025-04-01,0.00,0.00,0.00,Sem Stock Físico e BC,
abr.,Rutura 14h,Rutura 14h-Sem Stock Físico e BC,PASTELARIA,NORMAL,OT25019017,463381,Secos,ADPR0011,PREP GELATINA MORANGO LIGHT,0.15,0.00,0.15,N/D,2025-04-01,0.00,0.00,0.00,Sem Stock Físico e BC,
abr.,Rutura 14h,Rutura 14h-A pedir à FF,PASTELARIA,NORMAL,OT25019017,463381,Secos,MRBE0002,BEBIDA BIO AMENDOA 1L,2.00,0.00,2.00,UN,2025-04-01,0.00,30.00,0.00,A pedir à FF,
abr.,Rutura 14h,Rutura 14h-Acerto de Inventário,OBR,NORMAL,OT25018917,463307,"F&V, Pão & Iogurtes",CVES0013,Espinafre baby lavado,2.00,0.00,2.00,KG,2025-04-01,1.60,0.00,0.00,Acerto de Inventário,
abr.,Rutura 14h,Rutura 14h-A pedir à FF,OPS,NORMAL,OT25019124,463474,Congelados,PPPA0022,Pao s/gluten schar Halal,5.00,0.00,5.00,KG,2025-04-01,0.00,108.00,0.00,A pedir à FF,
abr.,Rutura 14h,Rutura 14h-A pedir à FF,RPL,NORMAL,OT25019006,463309,Secos,CMMO0019,Molho tabasco 60ml,11.00,4.00,7.00,UN,2025-04-01,0.00,72.00,0.00,A pedir à FF,
abr.,Rutura 14h,Rutura 14h-A pedir à FF,COZINHA FRIA,NORMAL-8H,OT25019102,463453,Congelados,PPBA0087,BAGUETE MALTE E CEREAIS 60GRS,70.00,0.00,70.00,N/D,2025-04-02,0.00,1.200.00,0.00,A pedir à FF,
abr.,Rutura 14h,Rutura 14h-A pedir à FF,COZINHA FRIA,NORMAL-8H,OT25019102,463453,Congelados,PPPA0976,PÃO CHAPATINHA T.CEREAIS 55GRS,518.00,450.00,68.00,N/D,2025-04-02,0.00,3.900.00,0.00,A pedir à FF,
abr.,Rutura 14h,Rutura 14h-Sem Stock Físico e BC,COZINHA FRIA,NORMAL-8H,OT25019102,463453,Refrigerados,BQVN0002,VIOLIFE MOZZARELLA BARRA,1.81,0.00,1.81,KG,2025-04-02,0.00,0.00,0.00,Sem Stock Físico e BC,
abr.,Rutura 14h,Rutura 14h-Sem Stock Físico e BC,COZINHA FRIA,NORMAL,OT25019354,463614,"F&V, Pão & Iogurtes",CVES0013,Espinafre baby lavado,1.54,0.00,1.54,KG,2025-04-02,0.00,0.00,0.00,Sem Stock Físico e BC,
abr.,Rutura 14h,Rutura 14h-Sem Stock Físico e BC,COZINHA FRIA,NORMAL,OT25019356,463616,Congelados,CVPI0024,Pimento Assado Congelado,1.78,0.00,1.78,N/D,2025-04-02,0.00,0.00,0.00,Sem Stock Físico e BC,
abr.,Rutura 14h,Rutura 14h-Sem Stock Físico e BC,COZINHA FRIA,NORMAL,OT25019364,463624,Refrigerados,BLIO5052,Iog grego magro natural,8.00,0.00,8.00,UN,2025-04-02,0.00,0.00,0.00,Sem Stock Físico e BC,
abr.,Rutura 14h,Rutura 14h-Sem Stock Físico e BC,COZINHA FRIA,NORMAL,OT25019373,463633,"F&V, Pão & Iogurtes",CVBA003,Batata cubos crua 10x10,12.91,10.00,2.91,N/D,2025-04-02,0.00,0.00,0.00,Sem Stock Físico e BC,
abr.,Rutura 14h,Rutura 14h-Sem Stock Físico e BC,COZINHA FRIA,NORMAL,OT25019455,463633,"F&V, Pão & Iogurtes",PPPA0048,Pao ciabattine rustico schargf,40.00,0.00,40.00,UN,2025-04-02,0.00,0.00,0.00,Sem Stock Físico e BC,
abr.,Rutura 14h,Rutura 14h-A pedir à FF,COZINHA FRIA,NORMAL,OT25019320,463602,Secos,ELMA1007,MASCARAS CIRURGICAS,500.00,150.00,350.00,UN,2025-04-02,0.00,44.000.00,0.00,A pedir à FF,
abr.,Rutura 14h,Rutura 14h-A pedir à FF,COZINHA FRIA,NORMAL,OT25019320,463603,Secos,ELMA2001,MANGUITOS AZUIS (100 UN),11.00,0.00,11.00,EMB,2025-04-02,0.00,360.00,0.00,A pedir à FF,
abr.,Rutura 14h,Rutura 14h-Acerto de Inventário,COZINHA FRIA - EK,NORMAL,OT25019319,463597,"F&V, Pão & Iogurtes",CFLI0002,Lima lavada,02.05,0.00,02.05,KG,2025-04-02,13.42,0.00,0.00,Acerto de Inventário,
abr.,Rutura 14h,Rutura 14h-Sem Stock Físico e BC,COZINHA FRIA - EK,NORMAL,OT25019319,463597,Refrigerados,BQMI0003,Qjo feta Halal,0.42,0.00,0.42,KG,2025-04-02,0.00,0.00,0.00,Sem Stock Físico e BC,
abr.,Rutura 14h,Rutura 14h-Sem Stock Físico e BC,COZINHA FRIA - EK,NORMAL,OT25019319,463597,"F&V, Pão & Iogurtes",CVFU0001,Funcho bolbo lavado,0.31,0.00,0.31,KG,2025-04-02,0.00,0.00,0.00,Sem Stock Físico e BC,
abr.,Rutura 14h,Rutura 14h-Sem Stock Físico e BC,COZINHA QUENTE ,EXTRA,OT25019214,REQ EXTRA,"F&V, Pão & Iogurtes",CVFU0001,Funcho bolbo lavado,6.00,5.63,0.37,KG,2025-04-02,0.00,0.00,0.00,Sem Stock Físico e BC,
abr.,Rutura 14h,Rutura 14h-A pedir à FF,COZINHA QUENTE ,NORMAL,OT25019205,463508,Secos,ELMA2001,MANGUITOS AZUIS (100 UN),10.00,5.00,5.00,EMB,2025-04-02,0.00,360.00,0.00,A pedir à FF,
abr.,Rutura 14h,Rutura 14h-Sem Stock Físico e BC,COZINHA QUENTE ,NORMAL,OT25019225,463527,Secos,CECO0005,Coentros moidos,0.02,0.00,0.02,KG,2025-04-02,0.00,0.00,0.00,Sem Stock Físico e BC,
abr.,Rutura 14h,Rutura 14h-Sem Stock Físico e BC,COZINHA QUENTE ,NORMAL,OT25019225,463527,Secos,CEPI0014,Pimenta branca c/moinho,0.00,0.00,0.00,KG,2025-04-02,0.00,0.00,0.00,Sem Stock Físico e BC,
abr.,Rutura 14h,Rutura 14h-A pedir à FF,COZINHA QUENTE ,NORMAL,OT25019213,463516,Secos,CSPI0003,Pistachio miolo,0.01,0.00,0.01,KG,2025-04-02,0.00,20.00,0.00,A pedir à FF,
abr.,Rutura 14h,Rutura 14h-Sem Stock Físico e BC,COZINHA QUENTE ,NORMAL,OT25019209,463512,Secos,PPAL0001,Pao alentejano,7.00,0.00,7.00,UN,2025-04-02,0.00,0.00,0.00,Sem Stock Físico e BC,
abr.,Rutura 14h,Rutura 14h-Sem Stock Físico e BC,COZINHA QUENTE ,NORMAL,OT25019209,463512,Refrigerados,BQVA0042,Qjo parmesao,3.47,0.00,3.47,KG,2025-04-02,0.00,0.00,0.00,Sem Stock Físico e BC,
abr.,Rutura 14h,Rutura 14h-Sem Stock Físico e BC,COZINHA QUENTE ,NORMAL,OT25019223,463525,Refrigerados,BQVA0032,Qjo vaca mimolete,5.34,0.00,5.34,KG,2025-04-02,0.00,0.00,0.00,Sem Stock Físico e BC,
abr.,Rutura 14h,Rutura 14h-Sem Stock Físico e BC,COZINHA QUENTE ,NORMAL,OT25019225,463527,Refrigerados,DPBA0001,Bacon,3.81,0.00,3.81,KG,2025-04-02,0.00,0.00,0.00,Sem Stock Físico e BC,
abr.,Rutura 14h,Rutura 14h-Sem Stock Físico e BC,COZINHA QUENTE - EK,NORMAL,OT25019280,463559,Refrigerados,BQVA0100,QUEIJO AZUL HALAL,0.07,0.00,0.07,KG,2025-04-02,0.00,0.00,0.00,Sem Stock Físico e BC,
abr.,Rutura 14h,Rutura 14h-Sem Stock Físico e BC,COZINHA QUENTE - EK,NORMAL,OT25019280,463559,Refrigerados,BQVA0100,QUEIJO AZUL HALAL,0.07,0.00,0.07,KG,2025-04-02,0.00,0.00,0.00,Sem Stock Físico e BC,
abr.,Rutura 14h,Rutura 14h-Sem Stock Físico e BC,COZINHA QUENTE - KE,NORMAL,OT25019197,463500,Refrigerados,DPBA0001,Bacon,1.35,0.00,1.35,KG,2025-04-02,0.00,0.00,0.00,Sem Stock Físico e BC,
abr.,Rutura 14h,Rutura 14h-Sem Stock Físico e BC,COZINHA QUENTE - KE,NORMAL,OT25019198,463501,Refrigerados,DPBA0001,Bacon,0.10,0.00,0.10,KG,2025-04-02,0.00,0.00,0.00,Sem Stock Físico e BC,
abr.,Rutura 14h,Rutura 14h-Sem Stock Físico e BC,TSU.,NORMAL,OT25019434,463647,Secos,ACGE0002,Geleia morango p.v.30gr,256.00,0.00,256.00,UN,2025-04-02,0.00,0.00,0.00,Sem Stock Físico e BC,
abr.,Rutura 14h,Rutura 14h-Sem Stock Físico e BC,TSU.,NORMAL,OT25019385,463645,Secos,CFMA0030,STICKS MAÇÃ LIMÃO,80.00,0.00,80.00,N/D,2025-04-02,0.00,0.00,0.00,Sem Stock Físico e BC,
abr.,Rutura 14h,Rutura 14h-Sem Stock Físico e BC,TSU.,NORMAL,OT25019386,463646,Secos,PCBO0050,"BOLACHA CROCANTE SESAMO, ABO.LINH. PACK1",10.00,,10.00,UN,2025-04-02,0.00,0.00,0.00,Sem Stock Físico e BC,
abr.,Rutura 14h,Rutura 14h-Sem Stock Físico e BC,TSU - AC,NORMAL,OT25019349,463605,Congelados,PITO0029,TOMATO e CHEDD. CHEE.FRITTATA159100860,4.00,0.00,4.00,UN,2025-04-02,0.00,0.00,0.00,Sem Stock Físico e BC,
abr.,Rutura 14h,Rutura 14h-Sem Stock Físico e BC,TSU - AC,NORMAL,OT25019349,463605,Refrigerados,PMRE0002,Refeicao crianca fruta (un),4.00,0.00,4.00,UN,2025-04-02,0.00,0.00,0.00,Sem Stock Físico e BC,
abr.,Rutura 14h,Rutura 14h-Sem Stock Físico e BC,TSU - EK,NORMAL,OT25019251,463547,Secos,PICA0050,CARROT KHEER 1006041,10.00,0.00,10.00,UN,2025-04-02,0.00,0.00,0.00,Sem Stock Físico e BC,
abr.,Rutura 14h,Rutura 14h-Sem Stock Físico e BC,TSU - EK,NORMAL-8H,OT25018949,463327,Congelados,PICA0050,CARROT KHEER 1006041,5.00,0.00,5.00,UN,2025-04-02,0.00,0.00,0.00,Sem Stock Físico e BC,
abr.,Rutura 14h,Rutura 14h-Sem Stock Físico e BC,TSU - KE,NORMAL-8H,OT25018898,463297,Secos,ACGE0002,Geleia morango p.v.30gr,3.00,0.00,3.00,UN,2025-04-02,0.00,0.00,0.00,Sem Stock Físico e BC,
abr.,Rutura 14h,Rutura 14h-Sem Stock Físico e BC,TSU - KE,NORMAL-8H,OT25018948,463326,Secos,ACGE0002,Geleia morango p.v.30gr,33.00,0.00,33.00,UN,2025-04-02,0.00,0.00,0.00,Sem Stock Físico e BC,
abr.,Rutura 14h,Rutura 14h-Sem Stock Físico e BC,PASTELARIA,NORMAL,OT25019310,463587,Secos,ADPR0003,PREP GELATINA MANGA/LARA LIGHT 277013,0.17,0.00,0.17,KG,2025-04-02,0.00,0.00,0.00,Sem Stock Físico e BC,
abr.,Rutura 14h,Rutura 14h-A pedir à FF,R.P.L. - REFEITÓRIO,NORMAL,OT25019208,463511,Secos,JPFI0013,FILME EMBALAR TALHERES 200MM,245.20,0.00,245.20,M,2025-04-02,0.00,238.466.80,0.00,A pedir à FF,
abr.,Rutura 14h,Rutura 14h-A pedir à FF,R.P.L. - REFEITÓRIO,NORMAL,OT25019207,463511,Secos,JPFI0013,FILME EMBALAR TALHERES 200MM,9.70,6.68,03.02,M,2025-04-02,0.00,238.466.80,0.00,A pedir à FF,
abr.,Rutura 14h,Rutura 14h-Sem Stock Físico e BC,OBR,NORMAL,OT25019269,463554,"F&V, Pão & Iogurtes",CVES0013,Espinafre baby lavado,2.40,0.00,2.40,KG,2025-04-02,0.00,0.00,0.00,Sem Stock Físico e BC,
abr.,Rutura 14h,Rutura 14h-A pedir à FF,COZINHA FRIA,NORMAL-8H,OT25019405,463665,Congelados,CVAL0040,Alcachofras marinadas,1.00,0.00,1.00,N/D,2025-04-03,0.00,6.00,0.00,A pedir à FF,
abr.,Rutura 14h,Rutura 14h-Sem Stock Físico e BC,COZINHA FRIA,NORMAL-8H,OT25019407,463667,"F&V, Pão & Iogurtes",CFMO0002,morangos s/ rama higienizados,3.22,0.00,3.22,KG,2025-04-03,0.00,0.00,0.00,Sem Stock Físico e BC,
abr.,Rutura 14h,Rutura 14h-Sem Stock Físico e BC,COZINHA FRIA,EXTRA,OT25019595,463767,Refrigerados,BQMI0031,QJO MISTURA E PIMENTÃO,5.89,0.00,5.89,N/D,2025-04-03,0.00,0.00,0.00,Sem Stock Físico e BC,
abr.,Rutura 14h,Rutura 14h-Sem Stock Físico e BC,COZINHA FRIA,EXTRA,OT25019595,463767,Refrigerados,BQVN0002,VIOLIFE MOZZARELLA BARRA,1.36,0.00,1.36,KG,2025-04-03,0.00,0.00,0.00,Sem Stock Físico e BC,
abr.,Rutura 14h,Rutura 14h-Sem Stock Físico e BC,COZINHA FRIA,EXTRA,OT25019595,463767,Refrigerados,BQVN0003,VIOLIFE CHEDDAR BARRA,0.15,0.00,0.15,KG,2025-04-03,0.00,0.00,0.00,Sem Stock Físico e BC,
abr.,Rutura 14h,Rutura 14h-Sem Stock Físico e BC,COZINHA FRIA,EXTRA,OT25019772,463910,Congelados,DBVA0002,Vaca vazia,6.10,0.00,6.10,KG,2025-04-03,0.00,0.00,0.00,Sem Stock Físico e BC,
abr.,Rutura 14h,Rutura 14h-Sem Stock Físico e BC,COZINHA FRIA,NORMAL,OT25019595,463767,"F&V, Pão & Iogurtes",CFLA0002,Laranja p/sumo,0.10,0.00,0.10,KG,2025-04-03,0.00,0.00,0.00,Sem Stock Físico e BC,
abr.,Rutura 14h,Rutura 14h-Sem Stock Físico e BC,COZINHA FRIA,NORMAL,OT25019595,463767,"F&V, Pão & Iogurtes",CFLI0002,Lima lavada,0.08,0.00,0.08,KG,2025-04-03,0.00,0.00,0.00,Sem Stock Físico e BC,
abr.,Rutura 14h,Rutura 14h-Sem Stock Físico e BC,COZINHA FRIA,NORMAL,OT25019595,463767,"F&V, Pão & Iogurtes",CFMO0002,morangos s/ rama higienizados,3.22,0.00,3.22,KG,2025-04-03,0.00,0.00,0.00,Sem Stock Físico e BC,
abr.,Rutura 14h,Rutura 14h-Sem Stock Físico e BC,COZINHA FRIA,NORMAL,OT25019735,463881,Refrigerados,BQMI0031,QJO MISTURA E PIMENTÃO,07.03,0.00,07.03,N/D,2025-04-03,0.00,0.00,0.00,Sem Stock Físico e BC,
abr.,Rutura 14h,Rutura 14h-Sem Stock Físico e BC,COZINHA FRIA,NORMAL,OT25019735,463881,Refrigerados,BQVN0001,VIOLIFE BLOCO ESTILO GREGO,2.31,0.40,1.91,KG,2025-04-03,0.00,0.00,0.00,Sem Stock Físico e BC,
abr.,Rutura 14h,Rutura 14h-Sem Stock Físico e BC,COZINHA FRIA,NORMAL,OT25019735,463881,Refrigerados,BQVN0002,VIOLIFE MOZZARELLA BARRA,1.78,0.00,1.78,KG,2025-04-03,0.00,0.00,0.00,Sem Stock Físico e BC,
abr.,Rutura 14h,Rutura 14h-A pedir à FF,COZINHA FRIA,NORMAL,OT25019730,463876,Refrigerados,BQVA0008,Qjo vaca cheddar,0.26,0.00,0.26,KG,2025-04-03,0.00,211.17,0.00,A pedir à FF,
abr.,Rutura 14h,Rutura 14h-Sem Stock Físico e BC,COZINHA FRIA,NORMAL,OT25019595,463767,Refrigerados,BQVN0003,VIOLIFE CHEDDAR BARRA,0.27,0.00,0.27,KG,2025-04-03,0.00,0.00,0.00,Sem Stock Físico e BC,
abr.,Rutura 14h,Rutura 14h-Acerto de Inventário,COZINHA FRIA,NORMAL,OT25019736,463882,Refrigerados,BQVN0004,VIOLIFE CHEDDAR FATIADO 200GR,3.83,0.50,3.33,N/D,2025-04-03,16.18,0.00,0.00,Acerto de Inventário,
abr.,Rutura 14h,Rutura 14h-Sem Stock Físico e BC,COZINHA FRIA - EK,NORMAL,OT25019775,463913,Refrigerados,BQMI0003,Qjo feta Halal,0.19,0.00,0.19,KG,2025-04-03,0.00,0.00,0.00,Sem Stock Físico e BC,
abr.,Rutura 14h,Rutura 14h-Sem Stock Físico e BC,COZINHA FRIA - EK,NORMAL,OT25019711,463860,"F&V, Pão & Iogurtes",CFLI0002,Lima lavada,02.03,0.00,02.03,KG,2025-04-03,0.00,0.00,0.00,Sem Stock Físico e BC,
abr.,Rutura 14h,Rutura 14h-Sem Stock Físico e BC,COZINHA FRIA - EK,NORMAL,OT25019711,463860,"F&V, Pão & Iogurtes",CFMO0002,morangos s/ rama higienizados,3.57,0.00,3.57,KG,2025-04-03,0.00,0.00,0.00,Sem Stock Físico e BC,
abr.,Rutura 14h,Rutura 14h-Sem Stock Físico e BC,COZINHA FRIA - EK,NORMAL,OT25019711,463860,"F&V, Pão & Iogurtes",CVFU0001,Funcho bolbo lavado,0.35,0.00,0.35,KG,2025-04-03,0.00,0.00,0.00,Sem Stock Físico e BC,
abr.,Rutura 14h,Rutura 14h-Sem Stock Físico e BC,COZINHA FRIA - EK,NORMAL,OT25019711,463860,Refrigerados,BQMI0003,Qjo feta Halal,0.42,0.00,0.42,KG,2025-04-03,0.00,0.00,0.00,Sem Stock Físico e BC,
abr.,Rutura 14h,Rutura 14h-Sem Stock Físico e BC,COZINHA FRIA - EK,NORMAL,OT25019711,463860,Secos,CVPE0008,PEPINOS CONSERVA,0.05,0.00,0.05,KG,2025-04-03,0.00,0.00,0.00,Sem Stock Físico e BC,
abr.,Rutura 14h,Rutura 14h-Acerto de Inventário,COZINHA QUENTE ,NORMAL,OT25019561,463741,Secos,CVFE0016,Feijão cozido com tomate,0.29,0.00,0.29,KG,2025-04-03,2.21,0.00,0.00,Acerto de Inventário,
abr.,Rutura 14h,Rutura 14h-Sem Stock Físico e BC,COZINHA QUENTE ,NORMAL,OT25019562,463742,Congelados,PIDL0279,"CALZONE,ROASTED VEGETABLES CHEESE 125GRS",70.00,24.00,46.00,N/D,2025-04-03,0.00,0.00,0.00,Sem Stock Físico e BC,
